session_id,customer_id,action,timestamp
b42a91,CUST00078,add_to_cart,2025-07-27 14:36:03.486851
b42a91,CUST00078,add_to_cart,2025-07-27 10:25:03.486851
b42a91,CUST00078,open_app,2025-07-23 21:48:03.486851
839dad,CUST00079,logout,2025-07-27 08:05:03.486851
839dad,CUST00079,add_to_cart,2025-07-24 02:12:03.486851
839dad,CUST00079,view_product,2025-07-27 14:30:03.486851
7d2df3,CUST00081,logout,2025-07-23 06:17:03.486851
7d2df3,CUST00081,search,2025-07-28 19:29:03.486851
7d2df3,CUST00081,view_product,2025-07-28 03:06:03.486851
163229,CUST00081,add_to_cart,2025-07-28 09:43:03.486851
163229,CUST00081,logout,2025-07-25 08:35:03.486851
163229,CUST00081,search,2025-07-29 05:57:03.486851
35e6ad,CUST00084,view_product,2025-07-22 21:05:03.486851
35e6ad,CUST00084,logout,2025-07-25 20:16:03.486851
35e6ad,CUST00084,add_to_cart,2025-07-25 13:41:03.486851
6da3d9,CUST00085,add_to_cart,2025-07-24 14:14:03.486851
6da3d9,CUST00085,add_to_cart,2025-07-26 22:28:03.486851
6da3d9,CUST00085,open_app,2025-07-24 00:09:03.486851
047096,CUST00085,add_to_cart,2025-07-24 14:00:03.486851
047096,CUST00085,add_to_cart,2025-07-25 11:07:03.486851
047096,CUST00085,logout,2025-07-29 08:17:03.486851
fdec85,CUST00086,open_app,2025-07-24 07:30:03.486851
fdec85,CUST00086,search,2025-07-26 20:49:03.486851
fdec85,CUST00086,search,2025-07-29 09:56:03.486851
e2e244,CUST00088,search,2025-07-28 09:27:03.487878
e2e244,CUST00088,open_app,2025-07-23 20:42:03.487878
e2e244,CUST00088,view_product,2025-07-26 23:03:03.487878
dfbe10,CUST00088,view_product,2025-07-29 06:15:03.487878
dfbe10,CUST00088,logout,2025-07-25 04:18:03.487878
dfbe10,CUST00088,add_to_cart,2025-07-29 14:46:03.487878
848462,CUST00089,open_app,2025-07-25 12:56:03.487878
848462,CUST00089,open_app,2025-07-22 20:34:03.487878
848462,CUST00089,checkout,2025-07-27 04:19:03.487878
e75def,CUST00089,view_product,2025-07-26 00:53:03.487878
e75def,CUST00089,checkout,2025-07-27 10:31:03.487878
e75def,CUST00089,logout,2025-07-25 20:08:03.487878
19b506,CUST00090,open_app,2025-07-27 11:48:03.487878
19b506,CUST00090,logout,2025-07-24 05:25:03.487878
19b506,CUST00090,add_to_cart,2025-07-28 21:55:03.487878
d9d45d,CUST00090,view_product,2025-07-24 06:49:03.487878
d9d45d,CUST00090,open_app,2025-07-24 00:39:03.487878
d9d45d,CUST00090,search,2025-07-24 03:54:03.487878
28721c,CUST00091,checkout,2025-07-24 04:07:03.487878
28721c,CUST00091,search,2025-07-27 09:14:03.487878
28721c,CUST00091,open_app,2025-07-27 06:50:03.487878
28ed71,CUST00093,view_product,2025-07-23 20:53:03.487878
28ed71,CUST00093,checkout,2025-07-26 23:53:03.487878
28ed71,CUST00093,logout,2025-07-25 15:01:03.487878
44f2df,CUST00094,view_product,2025-07-25 21:33:03.487878
44f2df,CUST00094,logout,2025-07-24 08:30:03.487878
44f2df,CUST00094,view_product,2025-07-25 13:05:03.487878
c6a9f1,CUST00094,logout,2025-07-26 17:51:03.487878
c6a9f1,CUST00094,checkout,2025-07-23 13:46:03.487878
c6a9f1,CUST00094,view_product,2025-07-23 20:43:03.487878
6503f1,CUST00094,open_app,2025-07-22 19:27:03.487878
6503f1,CUST00094,logout,2025-07-28 01:02:03.487878
6503f1,CUST00094,search,2025-07-28 01:19:03.487878
313c23,CUST00095,add_to_cart,2025-07-29 17:16:03.487878
313c23,CUST00095,add_to_cart,2025-07-24 05:07:03.487878
313c23,CUST00095,open_app,2025-07-25 09:48:03.487878
d6f0c6,CUST00095,add_to_cart,2025-07-29 08:26:03.487878
d6f0c6,CUST00095,view_product,2025-07-27 14:25:03.487878
d6f0c6,CUST00095,checkout,2025-07-23 19:52:03.487878
b36b03,CUST00095,search,2025-07-26 05:01:03.487878
b36b03,CUST00095,view_product,2025-07-28 12:43:03.487878
b36b03,CUST00095,search,2025-07-23 19:30:03.487878
b303d5,CUST00097,logout,2025-07-26 13:35:03.487878
b303d5,CUST00097,checkout,2025-07-28 12:39:03.487878
b303d5,CUST00097,search,2025-07-28 12:46:03.487878
b547b1,CUST00099,logout,2025-07-28 07:23:03.488880
b547b1,CUST00099,add_to_cart,2025-07-23 08:04:03.488880
b547b1,CUST00099,open_app,2025-07-27 03:35:03.488880
30e14b,CUST00101,add_to_cart,2025-07-26 07:13:03.488880
30e14b,CUST00101,add_to_cart,2025-07-23 11:27:03.488880
30e14b,CUST00101,checkout,2025-07-27 16:17:03.488880
f26333,CUST00101,open_app,2025-07-26 07:19:03.488880
f26333,CUST00101,view_product,2025-07-23 23:19:03.488880
f26333,CUST00101,view_product,2025-07-24 00:38:03.488880
b01e52,CUST00103,add_to_cart,2025-07-28 06:15:03.488880
b01e52,CUST00103,search,2025-07-27 11:00:03.488880
b01e52,CUST00103,checkout,2025-07-26 01:41:03.488880
7bde64,CUST00103,logout,2025-07-26 05:40:03.488880
7bde64,CUST00103,checkout,2025-07-26 02:54:03.488880
7bde64,CUST00103,view_product,2025-07-23 03:21:03.488880
fa6a51,CUST00104,checkout,2025-07-23 02:38:03.488880
fa6a51,CUST00104,view_product,2025-07-27 18:52:03.488880
fa6a51,CUST00104,search,2025-07-28 17:05:03.488880
cdef9d,CUST00105,logout,2025-07-26 21:26:03.488880
cdef9d,CUST00105,logout,2025-07-28 07:44:03.488880
cdef9d,CUST00105,view_product,2025-07-27 21:04:03.488880
5e5a9a,CUST00106,open_app,2025-07-26 01:16:03.488880
5e5a9a,CUST00106,view_product,2025-07-26 11:17:03.488880
5e5a9a,CUST00106,add_to_cart,2025-07-23 04:26:03.488880
880ecc,CUST00107,view_product,2025-07-28 14:34:03.488880
880ecc,CUST00107,checkout,2025-07-22 21:44:03.488880
880ecc,CUST00107,open_app,2025-07-24 15:46:03.488880
eb307a,CUST00107,logout,2025-07-24 21:19:03.488880
eb307a,CUST00107,add_to_cart,2025-07-27 18:14:03.488880
eb307a,CUST00107,open_app,2025-07-24 11:36:03.488880
5b3b1d,CUST00108,open_app,2025-07-25 12:32:03.488880
5b3b1d,CUST00108,open_app,2025-07-25 14:03:03.489877
5b3b1d,CUST00108,view_product,2025-07-29 15:53:03.489877
0cb393,CUST00108,view_product,2025-07-28 14:51:03.489877
0cb393,CUST00108,add_to_cart,2025-07-26 19:17:03.489877
0cb393,CUST00108,view_product,2025-07-26 08:25:03.489877
0e3a72,CUST00109,open_app,2025-07-25 02:59:03.489877
0e3a72,CUST00109,search,2025-07-24 20:45:03.489877
0e3a72,CUST00109,add_to_cart,2025-07-26 22:04:03.489877
a2b5f6,CUST00109,checkout,2025-07-28 07:32:03.489877
a2b5f6,CUST00109,checkout,2025-07-26 20:16:03.489877
a2b5f6,CUST00109,add_to_cart,2025-07-23 02:50:03.489877
b21b5f,CUST00110,open_app,2025-07-29 15:52:03.489877
b21b5f,CUST00110,view_product,2025-07-23 15:32:03.489877
b21b5f,CUST00110,checkout,2025-07-25 08:28:03.489877
7d81a5,CUST00111,logout,2025-07-24 13:13:03.489877
7d81a5,CUST00111,open_app,2025-07-24 10:44:03.489877
7d81a5,CUST00111,open_app,2025-07-29 04:10:03.489877
201536,CUST00113,search,2025-07-25 00:12:03.489877
201536,CUST00113,checkout,2025-07-27 14:04:03.489877
201536,CUST00113,checkout,2025-07-25 21:07:03.489877
9cdb00,CUST00115,add_to_cart,2025-07-24 00:24:03.489877
9cdb00,CUST00115,view_product,2025-07-23 01:09:03.489877
9cdb00,CUST00115,search,2025-07-29 17:18:03.489877
42c3d5,CUST00115,add_to_cart,2025-07-23 22:53:03.489877
42c3d5,CUST00115,search,2025-07-26 11:45:03.489877
42c3d5,CUST00115,view_product,2025-07-24 12:13:03.489877
fcad45,CUST00117,logout,2025-07-24 08:23:03.489877
fcad45,CUST00117,logout,2025-07-29 06:33:03.489877
fcad45,CUST00117,search,2025-07-23 03:57:03.489877
568b27,CUST00118,open_app,2025-07-28 05:57:03.489877
568b27,CUST00118,search,2025-07-27 05:43:03.489877
568b27,CUST00118,add_to_cart,2025-07-26 05:40:03.489877
aae583,CUST00118,search,2025-07-25 01:23:03.489877
aae583,CUST00118,search,2025-07-23 20:43:03.489877
aae583,CUST00118,add_to_cart,2025-07-28 12:22:03.489877
7241ed,CUST00120,add_to_cart,2025-07-27 05:12:03.489877
7241ed,CUST00120,open_app,2025-07-27 18:49:03.489877
7241ed,CUST00120,search,2025-07-24 01:53:03.489877
1d2ffa,CUST00120,checkout,2025-07-23 04:52:03.489877
1d2ffa,CUST00120,logout,2025-07-23 04:15:03.489877
1d2ffa,CUST00120,open_app,2025-07-24 01:38:03.489877
d54d97,CUST00120,view_product,2025-07-25 07:09:03.489877
d54d97,CUST00120,logout,2025-07-24 22:40:03.489877
d54d97,CUST00120,view_product,2025-07-27 07:35:03.489877
d63c85,CUST00122,open_app,2025-07-23 04:22:03.489877
d63c85,CUST00122,view_product,2025-07-23 07:12:03.489877
d63c85,CUST00122,checkout,2025-07-29 07:42:03.489877
26eb5e,CUST00122,view_product,2025-07-26 16:38:03.489877
26eb5e,CUST00122,add_to_cart,2025-07-28 20:01:03.489877
26eb5e,CUST00122,checkout,2025-07-24 12:44:03.489877
0e849d,CUST00124,view_product,2025-07-28 15:27:03.490873
0e849d,CUST00124,checkout,2025-07-28 05:43:03.490873
0e849d,CUST00124,checkout,2025-07-29 02:48:03.490873
3471e2,CUST00128,view_product,2025-07-23 21:29:03.490873
3471e2,CUST00128,view_product,2025-07-27 20:03:03.490873
3471e2,CUST00128,view_product,2025-07-28 13:27:03.490873
ea8ccc,CUST00128,logout,2025-07-29 01:58:03.490873
ea8ccc,CUST00128,search,2025-07-28 23:14:03.490873
ea8ccc,CUST00128,add_to_cart,2025-07-25 00:06:03.490873
098e45,CUST00128,search,2025-07-24 02:42:03.490873
098e45,CUST00128,view_product,2025-07-23 22:07:03.490873
098e45,CUST00128,view_product,2025-07-29 17:49:03.490873
3eff07,CUST00129,open_app,2025-07-26 11:40:03.490873
3eff07,CUST00129,logout,2025-07-22 20:06:03.490873
3eff07,CUST00129,logout,2025-07-28 18:57:03.490873
80a3e9,CUST00130,add_to_cart,2025-07-28 12:27:03.490873
80a3e9,CUST00130,checkout,2025-07-24 00:39:03.490873
80a3e9,CUST00130,checkout,2025-07-24 02:55:03.490873
1c33ab,CUST00131,add_to_cart,2025-07-23 22:17:03.490873
1c33ab,CUST00131,open_app,2025-07-29 09:10:03.490873
1c33ab,CUST00131,add_to_cart,2025-07-22 20:53:03.490873
6319dc,CUST00133,open_app,2025-07-24 07:31:03.490873
6319dc,CUST00133,add_to_cart,2025-07-26 22:56:03.490873
6319dc,CUST00133,logout,2025-07-29 02:26:03.490873
2d946f,CUST00134,view_product,2025-07-25 20:27:03.490873
2d946f,CUST00134,add_to_cart,2025-07-29 14:50:03.490873
2d946f,CUST00134,open_app,2025-07-29 01:03:03.490873
c0090f,CUST00135,checkout,2025-07-27 05:13:03.490873
c0090f,CUST00135,checkout,2025-07-28 06:19:03.490873
c0090f,CUST00135,checkout,2025-07-26 21:45:03.490873
9fa060,CUST00135,open_app,2025-07-22 22:03:03.490873
9fa060,CUST00135,checkout,2025-07-24 01:07:03.490873
9fa060,CUST00135,logout,2025-07-29 07:14:03.490873
2ee194,CUST00136,open_app,2025-07-23 08:53:03.490873
2ee194,CUST00136,add_to_cart,2025-07-25 19:24:03.490873
2ee194,CUST00136,logout,2025-07-26 06:55:03.490873
78835c,CUST00139,checkout,2025-07-24 01:59:03.492276
78835c,CUST00139,open_app,2025-07-23 23:37:03.492276
78835c,CUST00139,add_to_cart,2025-07-25 00:23:03.492276
9c6fa1,CUST00141,logout,2025-07-28 18:32:03.492276
9c6fa1,CUST00141,view_product,2025-07-26 06:13:03.492276
9c6fa1,CUST00141,logout,2025-07-24 16:23:03.492276
304f90,CUST00142,view_product,2025-07-27 05:16:03.492276
304f90,CUST00142,view_product,2025-07-27 11:02:03.492276
304f90,CUST00142,logout,2025-07-28 09:31:03.492276
5be4ea,CUST00142,logout,2025-07-26 04:25:03.492276
5be4ea,CUST00142,add_to_cart,2025-07-24 08:56:03.492276
5be4ea,CUST00142,search,2025-07-26 21:40:03.492276
ad76b3,CUST00142,checkout,2025-07-25 14:31:03.492276
ad76b3,CUST00142,logout,2025-07-27 22:32:03.492276
ad76b3,CUST00142,open_app,2025-07-25 08:56:03.492276
c19446,CUST00143,add_to_cart,2025-07-23 16:39:03.492276
c19446,CUST00143,search,2025-07-25 15:23:03.492276
c19446,CUST00143,add_to_cart,2025-07-24 07:18:03.492276
55dd89,CUST00145,search,2025-07-26 03:34:03.492276
55dd89,CUST00145,add_to_cart,2025-07-23 22:44:03.492276
55dd89,CUST00145,open_app,2025-07-26 18:51:03.492276
f36639,CUST00146,open_app,2025-07-23 12:41:03.492276
f36639,CUST00146,view_product,2025-07-26 22:28:03.492276
f36639,CUST00146,open_app,2025-07-25 04:09:03.492276
661b2f,CUST00146,logout,2025-07-29 09:40:03.492276
661b2f,CUST00146,logout,2025-07-29 03:54:03.492276
661b2f,CUST00146,view_product,2025-07-26 16:33:03.492276
33c2a6,CUST00147,checkout,2025-07-27 04:18:03.492276
33c2a6,CUST00147,add_to_cart,2025-07-28 09:41:03.492276
33c2a6,CUST00147,search,2025-07-27 13:55:03.492276
988042,CUST00148,view_product,2025-07-24 04:56:03.492276
988042,CUST00148,logout,2025-07-25 23:11:03.492276
988042,CUST00148,logout,2025-07-24 11:12:03.492276
feaae8,CUST00149,checkout,2025-07-24 03:59:03.492276
feaae8,CUST00149,logout,2025-07-26 06:48:03.492276
feaae8,CUST00149,view_product,2025-07-25 02:35:03.492276
26b423,CUST00150,logout,2025-07-29 14:15:03.492276
26b423,CUST00150,logout,2025-07-24 05:42:03.492276
26b423,CUST00150,view_product,2025-07-25 21:06:03.492276
e61255,CUST00157,logout,2025-07-25 15:48:03.493301
e61255,CUST00157,add_to_cart,2025-07-24 05:10:03.493301
e61255,CUST00157,add_to_cart,2025-07-29 14:45:03.493301
bcb614,CUST00158,logout,2025-07-23 07:26:03.493301
bcb614,CUST00158,add_to_cart,2025-07-23 03:18:03.493301
bcb614,CUST00158,add_to_cart,2025-07-26 04:44:03.493301
be68dc,CUST00159,checkout,2025-07-23 06:44:03.493301
be68dc,CUST00159,add_to_cart,2025-07-25 08:19:03.493301
be68dc,CUST00159,checkout,2025-07-24 16:46:03.493301
ce75b7,CUST00162,open_app,2025-07-27 19:52:03.493301
ce75b7,CUST00162,search,2025-07-24 02:52:03.493301
ce75b7,CUST00162,checkout,2025-07-28 01:27:03.493301
e8abea,CUST00163,add_to_cart,2025-07-23 18:22:03.493301
e8abea,CUST00163,search,2025-07-23 10:49:03.493301
e8abea,CUST00163,add_to_cart,2025-07-24 04:26:03.493301
60502d,CUST00165,checkout,2025-07-28 14:14:03.493301
60502d,CUST00165,logout,2025-07-26 06:03:03.493301
60502d,CUST00165,search,2025-07-24 23:36:03.493301
3f30da,CUST00166,open_app,2025-07-24 21:39:03.493301
3f30da,CUST00166,logout,2025-07-27 09:28:03.493301
3f30da,CUST00166,open_app,2025-07-25 02:55:03.493301
9d06ee,CUST00166,add_to_cart,2025-07-22 20:05:03.493301
9d06ee,CUST00166,logout,2025-07-29 00:29:03.493301
9d06ee,CUST00166,logout,2025-07-27 11:34:03.493301
3276bf,CUST00167,search,2025-07-28 09:28:03.493301
3276bf,CUST00167,open_app,2025-07-23 03:31:03.493301
3276bf,CUST00167,checkout,2025-07-22 19:52:03.493301
a176e7,CUST00167,search,2025-07-27 16:14:03.493301
a176e7,CUST00167,add_to_cart,2025-07-23 06:19:03.493301
a176e7,CUST00167,checkout,2025-07-28 02:57:03.493301
82e850,CUST00168,add_to_cart,2025-07-27 16:59:03.493301
82e850,CUST00168,add_to_cart,2025-07-26 01:32:03.493301
82e850,CUST00168,open_app,2025-07-27 03:11:03.493301
0ba12f,CUST00168,checkout,2025-07-26 00:31:03.493301
0ba12f,CUST00168,logout,2025-07-25 01:10:03.493301
