customer_id,txn_id,amount,type,date
CUST00016,a1ba8b5d,8244.52,credit,2025-02-28
CUST00016,abb80533,7744.49,debit,2025-06-12
CUST00016,dabf2335,263.49,credit,2024-09-06
CUST00016,ab166e1b,8759.96,debit,2024-11-22
CUST00016,028e7088,9592.08,debit,2025-05-02
CUST00017,e20ac5ca,3790.53,credit,2025-03-31
CUST00017,fcadbda3,9943.17,debit,2024-11-03
CUST00017,717f4c3c,1894.81,credit,2025-01-02
CUST00017,7b9dfe75,2947.36,credit,2025-03-15
CUST00017,3fc5ea0c,3138.64,debit,2025-06-08
CUST00017,69855c75,793.43,debit,2024-12-02
CUST00018,b64a51bb,6985.66,debit,2024-09-15
CUST00018,8e72cdcd,1703.94,debit,2024-10-02
CUST00018,1d36b614,8869.89,credit,2025-06-18
CUST00018,e19e9a3e,4620.43,credit,2024-12-20
CUST00018,47a435f2,8577.23,credit,2025-01-29
CUST00018,1176fde3,7626.82,debit,2025-05-01
CUST00018,16e8fdd6,5017.84,debit,2025-06-03
CUST00018,d1fa4248,7867.04,credit,2024-11-07
CUST00018,0b0f5ef3,6848.28,credit,2025-02-28
CUST00018,7533cbfc,5406.48,credit,2024-08-13
CUST00018,535a8276,4438.44,debit,2025-07-25
CUST00018,7678a21a,1965.81,debit,2025-07-27
CUST00019,3d38eb58,2223.97,debit,2025-01-30
CUST00019,a4cc7600,9169.44,debit,2024-11-11
CUST00019,88b97681,7035.1,credit,2025-06-18
CUST00019,0afc0b14,6374.16,debit,2024-09-30
CUST00019,eb56981f,1700.64,credit,2025-03-10
CUST00019,9329bd0e,8928.05,credit,2025-05-22
CUST00020,a8550312,9953.76,debit,2024-10-13
CUST00020,1950c5e1,6037.14,debit,2025-05-13
CUST00020,a391a763,2817.33,credit,2025-04-04
CUST00020,4e51224a,2887.3,debit,2025-02-11
CUST00020,3d8f06ac,1959.44,credit,2024-09-21
CUST00020,05b1ff72,1662.46,credit,2025-05-07
CUST00020,fb3a19c8,1584.47,credit,2024-08-20
CUST00020,bdc7ef02,6501.44,credit,2024-12-15
CUST00020,b274e983,2918.04,debit,2024-10-27
CUST00020,7c0e6934,6241.05,debit,2024-11-20
CUST00020,a81ee4b4,2243.49,debit,2024-08-02
CUST00021,2190af6c,6877.1,credit,2025-01-18
CUST00021,cd893d1b,7895.1,credit,2024-11-15
CUST00021,2c60adbc,6557.5,credit,2024-10-05
CUST00021,26786976,8323.3,debit,2024-12-16
CUST00021,abcb58bb,6306.15,credit,2025-05-01
CUST00021,4208e088,943.96,credit,2025-05-01
CUST00021,01a7c7b0,8872.92,credit,2025-05-20
CUST00021,de80125d,4345.03,credit,2024-10-27
CUST00021,eaf4716b,6596.77,debit,2025-01-01
CUST00021,ed4052bd,6862.89,credit,2025-07-16
CUST00022,0ef7e2a0,3061.35,debit,2025-07-16
CUST00022,964e4a42,9968.32,credit,2025-07-03
CUST00022,5e9e6db4,4495.48,debit,2025-06-19
CUST00022,6878669b,7915.04,credit,2025-07-11
CUST00022,9fe834ad,3990.49,debit,2025-01-25
CUST00023,79ba906c,9530.17,credit,2025-02-22
CUST00023,4ee66f10,9117.72,credit,2025-06-27
CUST00023,cd55512c,2662.24,debit,2024-11-13
CUST00023,6cb19a49,5917.89,credit,2024-12-14
CUST00023,852f81b7,5341.24,debit,2025-01-05
CUST00023,d6e0bbd2,8473.48,credit,2025-04-10
CUST00023,75307be3,8529.27,debit,2025-02-19
CUST00023,4acb77c8,6170.45,debit,2025-07-12
CUST00023,6c16d396,1857.48,credit,2024-10-30
CUST00024,db67010e,2159.54,credit,2024-12-25
CUST00024,7543e08d,8253.32,credit,2025-04-22
CUST00024,6279c134,691.05,credit,2024-10-20
CUST00024,be77eb9a,3692.23,debit,2025-03-07
CUST00024,8aebe39b,6831.03,debit,2025-03-07
CUST00024,2d4d4409,3370.74,debit,2025-03-10
CUST00024,a96f3e2e,8671.4,credit,2025-06-01
CUST00024,b14665e9,8447.68,debit,2024-11-12
CUST00024,141b2d3f,8506.5,credit,2025-03-05
CUST00024,1181f29c,7462.87,debit,2025-04-24
CUST00024,608c0ee6,7802.13,debit,2024-11-18
CUST00024,871c5733,949.08,credit,2025-03-27
CUST00024,7d0260aa,261.21,debit,2025-04-11
CUST00024,208f3638,1543.48,credit,2024-10-29
CUST00024,f895a497,1862.09,credit,2024-12-21
CUST00025,dc19d759,2147.88,debit,2025-02-06
CUST00025,d58fb3e5,8513.6,debit,2024-12-13
CUST00025,122a3b01,5072.7,credit,2024-09-12
CUST00025,4f292e80,3568.32,debit,2024-08-14
CUST00025,7b5c2b2b,304.28,credit,2024-12-11
CUST00025,b6ae9004,4300.23,credit,2025-07-15
CUST00025,e03ca8f2,6538.1,debit,2024-11-09
CUST00025,baefe560,9677.65,credit,2025-04-22
CUST00025,43f0114f,6348.06,debit,2025-05-01
CUST00025,45f98999,7099.66,debit,2025-03-02
CUST00025,fd5aa3c6,4325.45,debit,2025-01-11
CUST00026,eeb2280a,217.4,credit,2025-02-16
CUST00026,45a3db9d,3886.08,credit,2024-12-24
CUST00026,719fc5a5,2622.4,debit,2024-09-09
CUST00026,e24ae6b6,7408.7,credit,2025-06-15
CUST00026,e3ce69c5,2709.02,debit,2025-06-08
CUST00027,78e5c1a9,8647.35,debit,2025-07-24
CUST00027,58536d5a,4970.83,debit,2025-06-17
CUST00027,94b348b0,8239.71,debit,2024-12-17
CUST00027,565ede3f,2057.03,debit,2025-04-18
CUST00027,76e99b2a,3730.06,credit,2025-07-20
CUST00027,f0551d52,483.57,credit,2024-10-11
CUST00027,727e0065,8361.13,credit,2025-05-03
CUST00028,797ae4d0,6429.62,debit,2025-06-07
CUST00028,41e1bee6,4905.15,debit,2024-12-08
CUST00028,f5ce0e85,3888.86,credit,2025-04-14
CUST00028,3b196e5a,8369.93,debit,2024-12-04
CUST00028,37722a65,2362.03,debit,2025-03-19
CUST00028,1ba38af1,1576.95,debit,2025-05-31
CUST00028,a1267849,8133.55,debit,2025-02-16
CUST00028,26b16aa7,4871.9,credit,2025-06-15
CUST00029,1bdebebb,6775.36,credit,2024-11-26
CUST00029,ef50baa5,7785.27,debit,2025-06-25
CUST00029,7dd3c7ae,2855.54,debit,2024-10-21
CUST00029,44641bf8,7060.99,debit,2025-03-25
CUST00029,e9a5ca12,3783.22,debit,2024-09-13
CUST00029,8eb1890e,363.15,debit,2025-07-21
CUST00029,4d8d9470,1930.48,debit,2025-01-14
CUST00029,e267b136,9166.85,credit,2025-02-24
CUST00029,4731d6be,3179.75,debit,2024-08-05
CUST00029,f85a333f,247.7,credit,2024-07-30
CUST00029,3c07274b,2370.31,debit,2024-08-12
CUST00029,1e4feeb5,8888.2,credit,2025-03-04
CUST00029,7b0d1fd4,3228.08,debit,2025-05-31
CUST00030,747092dd,5959.54,credit,2024-07-29
CUST00030,f3c19cde,8427.2,debit,2025-03-29
CUST00030,7aa5b040,7425.06,debit,2024-12-03
CUST00030,289f23fd,1253.75,credit,2024-07-29
CUST00030,04ab5251,3368.38,debit,2025-03-13
CUST00030,ddf043bf,8575.1,credit,2025-02-04
CUST00030,2f80a75a,9105.07,credit,2024-08-01
CUST00030,0f439c1c,5602.3,credit,2024-10-17
CUST00031,ea2854ff,1896.93,credit,2024-12-01
CUST00031,aeff001a,9302.09,credit,2025-02-03
CUST00031,cbd804f3,2172.39,credit,2025-02-28
CUST00031,3642a9fb,5917.5,credit,2025-07-03
CUST00031,2cd90e2e,286.2,credit,2024-10-17
CUST00031,2fc82e22,4339.67,debit,2024-09-04
CUST00031,6f2f25b6,1757.71,debit,2025-07-24
CUST00032,9c067c9b,677.41,credit,2025-01-28
CUST00032,bc22e5f1,6392.3,credit,2025-01-08
CUST00032,92ec9b85,6617.24,credit,2025-02-20
CUST00032,d6e5265f,7356.42,debit,2025-03-18
CUST00032,ffcc2b51,6435.74,credit,2025-05-13
CUST00033,bd79a4cc,5637.9,debit,2025-05-01
CUST00033,d693c57b,139.53,debit,2025-07-26
CUST00033,18f7e2b6,4011.29,debit,2025-06-02
CUST00033,0e2219f2,1979.33,credit,2025-04-06
CUST00033,91eeea5c,3914.97,debit,2024-09-06
CUST00033,501585ef,5378.19,credit,2025-07-11
CUST00033,eeabf0fd,5586.02,debit,2025-05-14
CUST00033,3b206521,4039.11,debit,2024-10-11
CUST00033,31074af3,784.29,credit,2024-08-16
CUST00033,8abe9110,8631.74,debit,2025-07-18
CUST00033,18639586,446.08,debit,2025-03-13
CUST00034,076bd72b,5026.14,credit,2025-04-03
CUST00034,0bd85d50,2425.67,debit,2024-09-13
CUST00034,a3077c57,1468.1,debit,2025-02-04
CUST00034,9a444a79,3610.51,credit,2025-04-11
CUST00034,60938204,6988.89,debit,2025-07-28
CUST00035,157f3a53,5204.74,credit,2024-12-15
CUST00035,05282648,7297.15,debit,2025-02-02
CUST00035,a28144cf,7651.4,debit,2024-12-06
CUST00035,42753e2f,7241.91,debit,2024-12-26
CUST00035,efe77f18,5211.64,credit,2025-03-31
CUST00035,d4daa49e,372.98,credit,2024-10-19
CUST00036,36d4c75f,3079.28,debit,2025-05-07
CUST00036,9e2c0439,6867.03,debit,2025-02-14
CUST00036,a659d837,6766.31,debit,2025-06-28
CUST00036,5f1400f7,3195.09,credit,2025-02-06
CUST00036,791c32fe,516.62,debit,2025-03-25
CUST00036,6ea7d91c,5427.26,credit,2024-09-15
CUST00036,ebbabd73,2848.33,credit,2024-11-23
CUST00036,750d6d32,4413.38,debit,2024-11-23
CUST00036,73e3b7d1,217.56,credit,2025-04-04
CUST00036,4a856ae1,2523.58,debit,2025-05-05
CUST00036,ab55d523,5473.94,credit,2024-11-06
CUST00037,f5d34958,2147.92,credit,2024-11-22
CUST00037,034f9e7d,1123.23,credit,2025-06-23
CUST00037,aa192b1e,4424.72,credit,2025-01-10
CUST00037,53bb673d,2177.7,debit,2024-12-31
CUST00037,01b81731,8673.32,debit,2025-03-12
CUST00037,c563b309,7560.69,debit,2025-06-18
CUST00037,45396ac9,6685.42,credit,2025-06-23
CUST00037,4136e7a9,5612.27,debit,2024-08-11
CUST00038,c12ed9d0,5410.65,credit,2025-04-26
CUST00038,891e3263,5586.58,debit,2024-10-12
CUST00038,4b211818,578.85,debit,2024-09-04
CUST00038,c0a31353,2361.43,credit,2025-06-10
CUST00038,e939cbab,4608.53,credit,2024-09-13
CUST00038,9b679d78,185.99,credit,2025-03-30
CUST00038,6aa9b275,648.72,debit,2025-05-10
CUST00038,a51d6cad,4521.03,debit,2025-03-05
CUST00039,894ca037,9575.76,credit,2025-07-28
CUST00039,b9674740,3155.77,debit,2024-09-22
CUST00039,121e7b2c,1377.4,credit,2024-08-19
CUST00039,0ede9d46,5128.87,credit,2024-11-12
CUST00039,c44751c1,7717.85,credit,2025-07-21
CUST00040,cb12e965,6009.47,debit,2024-10-06
CUST00040,7b9d7f20,7464.15,debit,2025-03-09
CUST00040,85e11199,1011.58,debit,2025-01-06
CUST00040,18089d68,4800.5,debit,2024-11-08
CUST00040,11709680,3008.56,credit,2025-03-30
CUST00041,252321bd,7715.17,credit,2025-03-08
CUST00041,a1d51db6,2774.48,debit,2024-10-25
CUST00041,04c29099,8760.09,debit,2025-01-06
CUST00041,4fb04715,4094.69,credit,2024-12-12
CUST00041,dd2ad76c,1076.12,debit,2025-02-19
CUST00041,fba93c8b,6438.87,credit,2025-04-05
CUST00041,8fe41667,1155.48,debit,2025-07-13
CUST00041,6f07390e,7800.84,debit,2025-02-11
CUST00041,a8be4311,8184.8,debit,2024-08-14
CUST00041,18f62fad,912.03,credit,2024-09-09
CUST00041,f413bcb5,2101.09,credit,2025-07-23
CUST00041,5fcc0f43,9671.16,debit,2024-10-24
CUST00041,5ba0df32,602.02,debit,2024-09-05
CUST00041,0a76dab8,8220.41,credit,2025-04-27
CUST00041,513a2a31,7745.31,credit,2025-04-15
CUST00042,e21e3679,3594.24,debit,2025-02-28
CUST00042,d281f37f,8534.07,credit,2025-03-02
CUST00042,7c6b0108,9212.47,credit,2024-08-21
CUST00042,60f99966,7954.61,debit,2024-07-31
CUST00042,86486597,4759.32,debit,2024-10-29
CUST00043,9d108f48,2963.2,debit,2025-01-16
CUST00043,53ec2761,7889.44,debit,2024-10-23
CUST00043,f11dbfa2,6322.33,debit,2025-05-21
CUST00043,f5506258,2323.15,credit,2024-12-09
CUST00043,898eb8e1,7959.35,debit,2024-09-07
CUST00043,cad2cfb9,8046.78,credit,2025-04-30
CUST00043,200edea0,3620.98,credit,2024-08-22
CUST00043,299c64e2,4377.58,credit,2025-07-02
CUST00043,dc4ad50a,8176.04,credit,2025-07-27
CUST00043,c68fec1e,8280.51,credit,2024-12-27
CUST00043,b087ee12,7864.28,debit,2025-02-07
CUST00043,9f9b9b46,2156.73,debit,2024-12-30
CUST00043,d7ac4898,8604.63,debit,2025-06-10
CUST00044,4dee2c39,1805.79,credit,2024-07-30
CUST00044,1e196c79,2404.93,debit,2025-05-04
CUST00044,01b47671,6406.28,credit,2024-11-23
CUST00044,97395f2a,4756.46,credit,2025-07-03
CUST00044,773806b6,2139.22,debit,2025-06-18
CUST00044,6a14b9dd,7212.86,credit,2024-10-11
CUST00044,a9735a4b,6337.66,credit,2024-10-06
CUST00044,e3964224,5624.79,credit,2025-06-01
CUST00044,dca14acf,3691.94,credit,2024-09-10
CUST00044,cf3c623d,3827.99,credit,2024-08-08
CUST00044,aa3160a7,1665.97,debit,2025-05-03
CUST00045,93c7a8fe,7193.05,credit,2025-03-30
CUST00045,4b00f6b1,6981.91,credit,2025-07-07
CUST00045,79205c9e,9541.42,credit,2025-03-05
CUST00045,cc35c3fc,1292.72,credit,2024-10-24
CUST00045,5a9a50c9,9031.84,credit,2025-01-10
CUST00045,303d693f,9981.71,credit,2025-07-22
CUST00045,9d5307a7,136.38,debit,2025-02-01
CUST00046,8ca631e9,4070.27,credit,2025-01-10
CUST00046,5de4bdab,5257.4,debit,2025-03-04
CUST00046,52fa4ce1,4362.9,credit,2025-07-23
CUST00046,02767a84,2105.36,credit,2025-06-23
CUST00046,d9fb5022,4145.62,debit,2025-07-15
CUST00046,d82110e7,5879.86,debit,2024-12-13
CUST00046,e6e50dfb,4767.52,credit,2024-11-25
CUST00046,06274bbb,2515.08,credit,2025-03-23
CUST00046,28148bb6,2203.74,credit,2024-11-11
CUST00046,8fe1fdec,7203.96,debit,2025-01-26
CUST00046,7b73e000,1562.63,debit,2024-12-19
CUST00046,0a075826,5351.48,debit,2025-03-27
CUST00046,bf4c035a,6966.47,debit,2024-12-10
CUST00046,5d569592,7561.37,debit,2025-02-03
CUST00046,8201808f,6696.96,credit,2025-03-31
CUST00047,9542ad95,2258.01,debit,2024-10-19
CUST00047,3de2011d,7568.69,credit,2025-03-22
CUST00047,29347665,3561.85,debit,2025-05-11
CUST00047,aaf73dc7,6197.49,credit,2024-10-07
CUST00047,b43c2bfe,5888.03,debit,2025-05-23
CUST00047,7e101bac,9766.8,credit,2025-01-01
CUST00048,f73eb384,371.22,credit,2025-02-11
CUST00048,a1aba7ca,5587.12,credit,2024-11-13
CUST00048,ac3e1a43,3129.9,credit,2025-04-04
CUST00048,c574b1e6,5506.83,credit,2024-08-24
CUST00048,332b84d6,6679.47,credit,2024-10-13
CUST00048,20187fdb,6312.21,debit,2025-07-08
CUST00048,9ddebf62,2761.3,debit,2024-09-05
CUST00049,6adbeb4d,4761.1,debit,2025-07-02
CUST00049,4af3469d,4845.0,credit,2024-11-16
CUST00049,eb3af058,5383.3,debit,2025-06-28
CUST00049,a0d8a797,4686.35,debit,2025-04-26
CUST00049,b351387c,4623.7,credit,2024-09-26
CUST00049,7bbdff2f,8666.92,debit,2025-03-05
CUST00049,dc0f0a99,2996.36,credit,2024-11-15
CUST00049,a35b4f40,8883.84,debit,2025-02-28
CUST00049,28a1f454,7459.8,credit,2024-12-13
CUST00049,e96f128f,3476.96,debit,2024-11-28
CUST00049,318d773e,9461.6,debit,2025-02-13
CUST00049,27acf61d,808.7,debit,2024-09-28
CUST00049,1df06300,758.68,credit,2024-09-13
CUST00049,c81c1b8c,2462.45,credit,2025-06-14
CUST00049,47f43aad,6621.44,debit,2024-12-11
CUST00050,78a07e80,9000.21,credit,2024-07-31
CUST00050,42af51e7,4392.48,credit,2024-08-12
CUST00050,7109fa83,9266.76,debit,2024-10-18
CUST00050,32082146,7964.95,credit,2024-08-14
CUST00050,a3def243,8503.13,credit,2025-05-02
CUST00050,4d331265,3019.93,credit,2025-04-26
CUST00050,e8d6a6bd,9366.77,credit,2024-08-02
CUST00050,3125133e,5164.15,debit,2024-12-28
CUST00050,112812cc,4163.27,debit,2025-04-03
CUST00051,be776355,4571.51,credit,2025-06-16
CUST00051,66c8893a,1733.1,debit,2025-03-20
CUST00051,640430ea,9356.02,credit,2024-10-08
CUST00051,84f7aa9c,9214.47,credit,2025-07-06
CUST00051,2825155d,5153.36,debit,2025-02-09
CUST00051,273474b3,7605.14,credit,2025-05-14
CUST00051,1b982b76,7702.64,debit,2025-04-14
CUST00051,d14e18d5,3612.85,debit,2024-11-22
CUST00051,e5e6314b,7464.61,debit,2025-03-24
CUST00051,f57a167b,6380.54,credit,2025-05-15
CUST00052,9dbcf336,9284.12,debit,2025-06-11
CUST00052,1502e02c,555.17,credit,2024-11-15
CUST00052,4a911157,1872.4,debit,2025-01-24
CUST00052,2d2ee3e9,1304.1,debit,2025-06-07
CUST00052,8851395f,2673.95,debit,2024-08-09
CUST00052,47ce60bb,7524.88,debit,2024-10-22
CUST00052,540ca497,8094.27,debit,2024-08-08
CUST00052,bee8f6e0,3012.43,debit,2024-08-09
CUST00052,6241aa8e,3705.3,credit,2025-07-14
CUST00052,25e7d3b4,1826.02,credit,2025-06-06
CUST00052,4ab77954,5593.45,credit,2025-02-01
CUST00053,f6cc6f5f,302.39,credit,2025-02-01
CUST00053,66c39804,7172.02,debit,2024-08-03
CUST00053,c343dc4f,7248.21,debit,2025-03-24
CUST00053,58afa03d,1581.41,debit,2025-05-05
CUST00053,c414c161,3693.43,debit,2025-07-26
CUST00053,5ec54370,2674.47,debit,2025-02-09
CUST00053,3f3e3dc5,2513.21,debit,2024-10-15
CUST00053,d62f329e,7717.4,debit,2025-04-12
CUST00053,6b31d5b1,9976.43,debit,2025-07-27
CUST00053,f25e8a6d,8826.93,debit,2024-11-20
CUST00053,e06f997f,2270.94,debit,2024-11-02
CUST00053,684b2a94,226.82,credit,2025-07-27
CUST00053,c5e1e705,8838.95,credit,2025-05-14
CUST00053,f17bcbdb,5606.09,debit,2024-08-05
CUST00054,81803bb1,7128.97,credit,2024-10-29
CUST00054,3d3210a0,7124.22,debit,2024-11-15
CUST00054,26234c9d,176.95,debit,2024-10-13
CUST00054,069f0311,3265.52,debit,2025-07-15
CUST00054,3d60641c,7553.57,credit,2025-07-11
CUST00054,589da7b9,3257.97,debit,2024-09-07
CUST00054,11a6a6bc,1759.65,debit,2025-03-03
CUST00054,d5d69f8e,7311.38,debit,2025-02-03
CUST00054,89e5a5d1,5535.49,debit,2024-08-02
CUST00054,d3d3f824,3878.41,debit,2024-12-27
CUST00054,f37ef1b8,7254.39,debit,2024-12-20
CUST00055,c44aab84,8401.05,debit,2025-01-21
CUST00055,4a846766,7553.42,credit,2024-12-28
CUST00055,d874f6d8,6276.19,credit,2025-02-15
CUST00055,c27005db,2919.17,debit,2025-07-25
CUST00055,9fa8eb15,998.47,debit,2025-01-16
CUST00055,5b6e3873,9730.91,credit,2025-05-09
CUST00055,24af3cff,6407.54,credit,2024-07-30
CUST00055,d2b10aa2,220.5,credit,2025-03-19
CUST00055,eb1eacbe,1938.77,credit,2025-05-20
CUST00055,ef21f9b8,6282.63,credit,2025-01-12
CUST00055,3dc29b67,3970.56,debit,2025-06-24
CUST00055,2ab84f4d,2254.14,debit,2025-02-21
CUST00056,7551f0a7,2111.24,credit,2025-01-25
CUST00056,26ac3dce,6473.87,credit,2025-04-26
CUST00056,a416e558,1248.51,credit,2025-01-20
CUST00056,72a73288,797.03,credit,2024-10-29
CUST00056,b930e74b,1880.49,debit,2025-03-01
CUST00056,9f894872,9209.77,debit,2025-01-23
CUST00056,14854fee,6811.52,debit,2024-08-31
CUST00056,717a340b,2287.25,credit,2025-05-01
CUST00056,158716b7,6863.12,credit,2025-05-23
CUST00056,759ed0e0,1520.6,credit,2024-08-01
CUST00056,e8271dc7,2873.42,credit,2024-10-15
